""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"background"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (original text)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"Giarola-Silva et al. (2018) Distinct patterns of cellular immune response elicited by influenza non-adjuvanted and AS03-adjuvanted monovalent H1N1(pdm09) vaccine. Antiviral Res. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28549970' target='_blank'>28549970</a>"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"
""	"20180329-hipciof_gene_28549970"	"2018.03.29"	"hipciof_gene_63"	"whole blood"	"CXCL9"	"gene expression"	"up"	""	"1"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (21-51)"	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"1"	"506"	"CXCL9"
""	"20180329-hipciof_gene_28549970"	"2018.03.29"	"hipciof_gene_63"	"whole blood"	"IL15"	"gene expression"	"up"	""	"1"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (21-51)"	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"1"	"506"	"IL15"
""	"20180329-hipciof_gene_28549970"	"2018.03.29"	"hipciof_gene_63"	"whole blood"	"TLR3"	"gene expression"	"up"	""	"3"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix"	"VO_0000410"	""	"3d-0d"	"time of vaccination (first dose)"	"Adults (21-51)"	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"2"	"507"	"TLR3"
""	"20180329-hipciof_gene_28549970"	"2018.03.29"	"hipciof_gene_63"	"whole blood"	"TLR7"	"gene expression"	"up"	""	"3"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix"	"VO_0000410"	""	"3d-0d"	"time of vaccination (first dose)"	"Adults (21-51)"	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"2"	"507"	"TLR7"
""	"20180329-hipciof_gene_28549970"	"2018.03.29"	"hipciof_gene_63"	"whole blood"	"CXCL8"	"gene expression"	"up"	""	"3"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix"	"VO_0000410"	""	"3d-0d"	"time of vaccination (first dose)"	"Adults (21-51)"	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"2"	"507"	"CXCL8"
""	"20180329-hipciof_gene_28549970"	"2018.03.29"	"hipciof_gene_63"	"whole blood"	"CXCL9"	"gene expression"	"up"	""	"3"	"days"	"Influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix"	"VO_0000410"	""	"3d-0d"	"time of vaccination (first dose)"	"Adults (21-51)"	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"2"	"507"	"CXCL9"
