""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"vaccine"	"background"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"background"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response agent (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"comparison"	"baseline time"	"cohort"	"publication reference (PMID)"	"publication year"	"Haralambieva et al. (2014) Genome-wide characterization of transcriptional patterns in high and low antibody responders to rubella vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707' target='_blank'>23658707</a>"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"
""	"20140218-hipciof_gene_23658707"	"2014.02.18"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"MLXIPL"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"1"	"140"	"MLXIPL"
""	"20140218-hipciof_gene_23658707"	"2014.02.18"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"CXCL6"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"1"	"140"	"CXCL6"
""	"20140218-hipciof_gene_23658707"	"2014.02.18"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"FAM135B"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"1"	"140"	"FAM135B"
""	"20140218-hipciof_gene_23658707"	"2014.02.18"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"PPP1R14C"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"1"	"140"	"PPP1R14C"
""	"20140218-hipciof_gene_23658707"	"2014.02.18"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"TNFAIP8L3"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"1"	"140"	"TNFAIP8L3"
""	"20140218-hipciof_gene_23658707"	"2014.02.18"	"hipciof_gene_22"	"peripheral blood mononuclear cell"	"SHROOM4"	"gene expression"	"up"	"none"	"3 to 7"	"Years"	"Rubella virus vaccine strain RA27/3"	""	"M-M-R II"	"VO_0000069"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"children (13-16)"	"23658707"	"2013"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707"	"1"	"140"	"SHROOM4"
