""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comments and additional details"	"gene signature is a model"	"Hoft et al. (2018) PO and ID BCG vaccination in humans induce distinct mucosal and systemic immune responses and CD4<sup>+</sup> T cell transcriptomal molecular signatures. Mucosal Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28853442' target='_blank'>28853442</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"signature response component file"	"complete signature response component file"
""	"hipc_gene_28853442_6"	"2018.03"	"hipc_gene_28853442_6"	"CD4-positive, alpha-beta memory T cell"	"SNRNP25"	"gene expression"	"up"	"none"	"56"	"days"	"time of vaccination (first dose)"	"56d-0d"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"adults (18-45)"	"28853442"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"6"	"480"	"SNRNP25"	"hipc_gene_sig_28853442_6.txt"	"hipc_gene_sig_complete_28853442_6.txt"
""	"hipc_gene_28853442_6"	"2018.03"	"hipc_gene_28853442_6"	"CD4-positive, alpha-beta memory T cell"	"LYPLA2P1"	"gene expression"	"up"	"none"	"56"	"days"	"time of vaccination (first dose)"	"56d-0d"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"adults (18-45)"	"28853442"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"6"	"480"	"LYPLA2P1"	"hipc_gene_sig_28853442_6.txt"	"hipc_gene_sig_complete_28853442_6.txt"
""	"hipc_gene_28853442_6"	"2018.03"	"hipc_gene_28853442_6"	"CD4-positive, alpha-beta memory T cell"	"IFT20"	"gene expression"	"up"	"none"	"56"	"days"	"time of vaccination (first dose)"	"56d-0d"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"adults (18-45)"	"28853442"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"6"	"480"	"IFT20"	"hipc_gene_sig_28853442_6.txt"	"hipc_gene_sig_complete_28853442_6.txt"
""	"hipc_gene_28853442_6"	"2018.03"	"hipc_gene_28853442_6"	"CD4-positive, alpha-beta memory T cell"	"SBDS"	"gene expression"	"up"	"none"	"56"	"days"	"time of vaccination (first dose)"	"56d-0d"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"adults (18-45)"	"28853442"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"6"	"480"	"SBDS"	"hipc_gene_sig_28853442_6.txt"	"hipc_gene_sig_complete_28853442_6.txt"
