""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
"subject"	""	""	""	"cell_subset"	"gene"	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"gene_biomarker"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (gene symbol)"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"publication reference (PMID)"	"publication year"	"figure or table or text section containing signature"	"comments and additional details"	"gene signature is a model"	"Sobolev et al. (2016) Adjuvanted influenza-H1N1 vaccination reveals lymphoid signatures of age-dependent early responses and of clinical adverse events. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811' target='_blank'>26726811</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its submission"	"Uniq ID of observation within submission type"	"original gene symbol"	"signature response component file"	"complete signature response component file"
""	"hipc_gene_26726811_8"	"2016.02"	"hipc_gene_26726811_8"	"T cell"	"ZAP70"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig2c"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"8"	"311"	"ZAP70"	"hipc_gene_sig_26726811_8.txt"	"hipc_gene_sig_complete_26726811_8.txt"
""	"hipc_gene_26726811_8"	"2016.02"	"hipc_gene_26726811_8"	"T cell"	"CD247"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig2c"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"8"	"311"	"CD247"	"hipc_gene_sig_26726811_8.txt"	"hipc_gene_sig_complete_26726811_8.txt"
""	"hipc_gene_26726811_8"	"2016.02"	"hipc_gene_26726811_8"	"T cell"	"CD3G"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig2c"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"8"	"311"	"CD3G"	"hipc_gene_sig_26726811_8.txt"	"hipc_gene_sig_complete_26726811_8.txt"
""	"hipc_gene_26726811_8"	"2016.02"	"hipc_gene_26726811_8"	"T cell"	"LCK"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig2c"	"- roughly 60/40 female:male ratio, over 70% were Causasian"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"8"	"311"	"LCK"	"hipc_gene_sig_26726811_8.txt"	"hipc_gene_sig_complete_26726811_8.txt"
